,total_agr_land,workforce,trees,arable_land,ley,perm_grass,perm_crops,prot_cult,oth_land,qual_landscape,spec_crops,grapes,vegetables,fruits,oth_spec_crops,animal_unit,cattle_animal_unit,dairy_cows,suckler_cows,hor_shee_goa,pigs_poultry,pigs,poultry,eco_proof,organic,farmtype,region,age,educ,cons_general,percep_hail,percep_drought,percep_frost,percep_heavyrain,percep_longrain,percep_heat,cons_farm,self_reduc,self_act,self_cap,self_conf,self_not,plough,plough_eff,plough_imag,activ_dairy,activ_cattle,activ_pig,activ_poultry,activ_arab,activ_special,activ_nonag,attain_ghg,attain_yield,attain_biodiv,attain_soil,attain_incom,attain_acknow,innov_pion,innov_early,innov_thorou,innov_others,innov_trad,satisf_ldw,thresh_ldw,satisf_total,thresh_total,share,others_opinions,soc_impr,soc_inc,soc_env,lott_1,lott_2,lott_3,network,GHG_goal,env_goal,biodiv_goal,acknow_goal,yield_goal,income_goal
50,1170.0,0.59958,43,931,0,211,28,0,19,0,28,28,0,0,0,0.14,0.0,0.0,0.0,0.0,0.14,0.0,0.14,1.0,0.0,1,1,49.0,1,4,1,2,1,2,1,2,4,3,2,4,4,2,2,,0.0,5,5,5,5,1,2,1,4,2,3,4,1,4,3,4,4,4,4,3,7,4,7,2,2,1,1,4,5,12,4,2,2,5,3,1,4,6
51,2098.0,0.54051,29,1847,0,251,0,0,447,0,0,0,0,0,0,1.85,0.0,0.0,0.0,1.75,0.1,0.0,0.1,1.0,0.0,2,2,56.0,2,4,1,1,2,1,2,2,3,3,3,3,4,2,2,2.0,0.0,5,5,5,4,1,2,1,3,4,3,3,2,3,2,2,4,3,4,2,5,5,9,1,2,3,3,3,8,4,2,10,3,5,6,1,2,4
52,1864.0,0.41008,10,1733,0,131,0,0,481,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,39.0,1,4,1,2,1,2,1,2,4,1,3,2,3,2,1,1.0,,5,5,5,5,1,2,1,5,3,2,5,1,3,3,3,3,5,3,3,1,4,7,1,3,2,4,4,4,1,2,10,4,5,3,1,2,6
53,2335.0,0.5611,1,2040,18,277,0,0,261,0,0,0,0,0,0,1.7555,1.7555,0.0,1.3589,0.0,0.0,0.0,0.0,1.0,0.0,0,2,60.0,1,4,1,3,1,2,2,2,4,4,4,4,2,4,1,4.0,,5,5,5,5,1,1,1,3,4,3,4,3,5,2,3,3,3,3,4,5,4,4,3,4,2,3,3,4,8,1,7,6,2,1,5,3,4
54,4561.0,7.30112,13,3964,0,233,287,8,129,0,1962,287,1683,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,,1,2,2,1,2,2,2,1,3,1,1,5,1,5,2,1.0,0.0,5,5,5,5,1,1,3,5,4,4,4,4,4,3,2,1,5,3,4,4,4,1,4,1,1,1,3,15,15,8,10,3,4,2,1,5,6
55,4237.0,3.17987,60,3332,355,402,148,0,113,0,148,148,168,0,0,22.9167,22.9167,19.5151,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,2,39.0,2,1,2,1,2,2,2,2,1,1,1,1,1,1,1,3.0,,5,2,3,2,1,1,3,1,4,4,5,1,4,1,1,1,5,1,3,8,4,9,2,5,3,5,1,15,15,8,10,1,2,3,4,5,6
56,2037.0,1.77363,46,1099,360,364,111,0,206,0,111,102,0,9,0,25.7481,25.6981,18.6466,0.0,0.0,0.05,0.0,0.05,1.0,0.0,0,0,58.0,2,4,1,2,1,2,2,2,3,3,2,1,2,3,2,1.0,0.0,1,1,4,4,1,1,1,5,4,4,5,4,3,1,2,3,4,3,4,5,5,3,3,3,1,1,2,8,8,5,2,2,6,5,3,1,4
57,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,-1,3,,1,3,1,2,2,1,1,1,3,3,2,3,4,2,1,3.0,,5,4,5,3,3,1,2,3,3,5,4,2,4,3,4,4,4,4,3,5,4,4,2,3,2,4,4,5,12,2,1,5,4,3,2,1,6
58,2028.0,1.19133,28,1184,502,342,0,0,133,0,0,0,0,0,0,18.7982,18.2882,17.4685,0.0,0.51,0.0,0.0,0.0,1.0,0.0,0,2,59.0,1,4,1,1,1,1,1,1,4,5,3,2,3,2,2,4.0,1.0,1,1,1,2,1,1,1,3,3,3,4,2,2,3,3,3,3,3,3,4,2,1,4,2,2,3,3,14,14,7,5,6,1,5,2,3,4
59,2836.0,3.075,29,1542,255,758,247,0,427,0,277,218,432,0,29,24.5508,24.5508,0.0,19.4192,0.0,0.0,0.0,0.0,1.0,0.0,0,4,29.0,2,4,3,2,2,2,2,2,4,4,4,1,2,5,2,1.0,0.0,3,2,2,2,2,2,4,3,3,4,4,3,4,2,4,4,3,4,4,5,4,2,4,2,3,4,4,6,5,3,3,1,6,3,2,4,5
60,4218.0,3.83362,16,2226,1663,329,0,0,159,0,0,0,0,0,0,73.963,73.623,70.2384,0.0,0.34,0.0,0.0,0.0,1.0,0.0,0,1,38.0,1,5,3,3,2,3,1,3,5,3,4,1,4,2,2,1.0,0.0,5,3,5,5,2,2,1,3,3,2,5,2,4,2,2,4,4,1,2,7,3,5,4,1,1,1,3,15,15,8,1,6,5,1,4,2,3
61,4829.0,3.32753,105,3248,379,425,5,0,358,0,300,0,10,5,285,39.0264,38.6764,16.9534,0.0,0.35,0.0,0.0,0.0,1.0,0.0,0,1,46.0,2,4,2,2,1,2,1,2,4,3,3,2,4,4,2,1.0,0.0,2,1,4,3,1,1,1,3,3,4,4,4,3,4,5,4,3,4,4,6,4,4,4,4,5,5,3,7,15,7,4,1,5,6,2,3,4
62,1713.0,2.61312,8,1075,0,112,520,0,11,0,520,520,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,0,52.0,2,2,2,2,2,1,2,3,1,2,1,1,1,5,2,1.0,1.0,5,5,5,5,1,1,1,4,4,3,5,5,5,4,2,3,5,5,4,8,5,9,3,1,1,1,1,12,12,8,2,3,6,4,1,2,5
63,2180.0,3.00159,82,1226,326,582,0,0,73,0,448,0,448,0,0,26.2511,0.0,0.0,0.0,2.2511,24.0,0.0,24.0,1.0,1.0,0,0,,4,4,2,3,2,1,1,2,4,5,5,3,4,4,1,4.0,,4,4,4,2,1,1,2,4,3,3,4,4,2,5,4,3,5,5,4,7,5,5,4,4,3,4,5,10,10,7,9,3,5,4,1,2,6
64,2588.0,2.76856,23,1185,645,591,155,0,111,0,155,155,0,0,0,43.8572,43.8572,41.5151,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,2,47.0,2,4,2,3,2,3,2,3,4,3,3,2,3,3,2,2.0,1.0,1,2,3,4,1,1,1,5,5,3,5,5,3,4,3,3,4,4,4,7,4,5,4,3,2,4,3,6,4,4,1,3,5,2,1,4,6
65,1485.0,0.34563,5,1232,0,253,0,0,236,0,0,0,0,0,0,1.06,0.0,0.0,0.0,0.0,1.06,0.51,0.55,1.0,0.0,0,2,62.0,1,4,1,1,1,1,1,1,3,1,1,1,1,4,2,,,5,5,5,5,2,2,1,5,4,5,5,2,5,2,2,3,3,1,3,6,3,7,3,4,3,3,4,6,6,3,1,1,3,4,6,2,5
66,3908.0,1.0784,28,3010,50,244,0,0,196,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1,,1,2,2,3,1,3,3,3,2,5,4,5,5,5,1,4.0,,5,5,5,5,1,2,1,5,4,4,4,3,4,5,5,4,5,5,4,9,4,10,2,1,1,2,4,1,8,4,10,3,1,2,6,5,4
67,1537.0,0.33814,5,1315,5,216,0,0,285,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,50.0,4,2,2,2,2,2,2,2,2,3,3,2,4,3,2,2.0,0.0,2,2,5,3,1,2,1,3,3,3,4,2,3,1,5,5,4,5,3,9,5,9,1,3,1,3,4,6,4,8,9,2,6,3,1,4,5
68,3908.0,1.0784,28,3010,50,244,0,0,196,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1,,2,4,1,2,2,2,1,2,4,4,3,2,3,4,2,2.0,0.0,2,1,4,4,1,1,2,2,3,2,2,3,3,3,2,2,4,3,4,6,4,3,4,2,2,3,4,4,3,2,10,4,5,6,1,2,3
69,1102.0,0.94415,18,0,529,573,0,0,108,0,0,0,0,0,0,25.9893,25.9893,0.0,22.0,0.0,0.0,0.0,0.0,1.0,0.0,0,2,37.0,1,5,1,3,1,2,2,2,5,4,4,4,4,2,2,1.0,0.0,5,1,5,5,1,3,1,4,3,2,5,2,5,3,4,4,4,4,2,3,4,3,1,4,1,3,2,6,3,2,9,2,4,6,1,3,5
70,3172.0,2.86916,56,1655,633,730,0,0,718,0,0,0,0,0,0,53.9343,53.9343,45.1507,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,3,47.0,2,5,1,2,2,2,1,2,4,4,3,4,4,5,2,2.0,0.0,1,4,4,4,1,3,3,3,4,4,4,2,4,3,3,4,4,4,2,7,3,5,4,3,1,4,3,4,11,3,7,2,6,3,1,4,5
71,1291.0,0.28402,11,1034,0,95,152,0,187,0,0,0,0,0,152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,4,48.0,1,4,2,2,1,1,1,3,4,4,4,2,4,4,1,4.0,,5,3,2,2,1,2,1,4,3,5,5,4,3,3,3,4,5,5,3,2,4,7,1,2,2,4,5,4,7,4,1,2,6,5,1,3,4
72,6274.0,17.99686,86,1804,0,308,3730,0,707,0,5411,110,1209,1692,3174,1.05,0.0,0.0,0.0,1.05,0.0,0.0,0.0,1.0,0.0,3,3,,1,4,1,2,1,2,1,1,2,4,4,1,3,5,2,3.0,1.0,4,1,1,1,1,1,5,3,3,2,4,4,4,2,5,2,5,5,4,8,4,5,4,2,1,1,5,5,5,5,3,4,6,5,1,2,3
73,2825.0,3.59013,23,1661,285,849,28,2,32,0,699,0,671,28,0,9.6749,9.6749,0.0,2.0301,0.0,0.0,0.0,0.0,1.0,1.0,0,1,,4,4,2,2,1,1,2,2,4,4,4,4,4,4,2,4.0,0.0,4,2,3,3,1,1,3,2,3,4,4,3,4,2,4,3,4,5,3,9,3,6,4,4,4,4,4,7,3,1,7,2,6,1,4,3,5
74,2586.0,4.61628,132,1835,151,580,0,0,46,0,1097,0,1097,0,0,21.1993,21.1993,0.0,16.1507,0.0,0.0,0.0,0.0,1.0,0.0,0,2,59.0,2,5,2,3,2,3,1,3,4,5,5,4,5,5,1,4.0,,2,1,2,2,1,1,1,4,4,4,4,2,4,4,5,4,5,4,2,4,4,5,2,2,2,3,4,7,7,8,10,5,3,6,1,2,4
75,3064.0,3.06537,34,968,852,1244,0,0,600,0,0,0,0,0,0,61.4928,61.4928,51.0356,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,38.0,2,4,1,2,1,2,2,3,3,5,5,4,5,3,1,5.0,,1,5,5,5,1,1,1,4,4,3,5,5,4,4,5,4,4,5,5,6,4,5,3,2,2,4,4,2,11,1,9,3,6,2,1,4,5
76,6516.0,4.72324,82,3395,1386,1159,0,0,282,0,0,0,0,0,0,84.8934,82.6734,71.8274,0.0,2.1,0.12,0.0,0.12,1.0,0.0,0,1,,2,4,1,2,2,2,2,2,4,4,4,4,3,4,2,2.0,0.0,1,5,5,5,1,2,2,3,1,4,4,4,4,3,4,3,5,5,4,8,4,7,4,4,3,3,4,2,15,8,6,3,5,4,1,2,6
77,3471.0,2.76747,19,2921,37,448,0,0,126,0,0,0,0,0,0,74.2168,74.2168,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,4,47.0,1,4,1,1,2,1,2,1,3,1,1,1,2,1,2,1.0,0.0,5,1,1,3,1,3,5,1,5,3,5,5,3,1,2,1,2,2,5,10,5,7,4,1,1,1,1,6,14,8,1,2,4,3,1,5,6
78,3105.0,2.58956,9,1874,505,510,213,0,1162,0,209,32,4,0,177,30.4779,29.7779,0.0,23.737,0.7,0.0,0.0,0.0,1.0,0.0,0,1,,2,5,2,3,3,2,2,3,4,4,3,2,2,4,2,1.0,1.0,4,2,5,5,1,1,3,4,3,4,5,2,1,3,5,3,4,4,2,5,2,2,4,3,1,3,4,14,14,1,1,4,6,3,1,2,5
79,4323.0,1.6939,77,3524,0,751,48,0,435,0,48,48,0,0,0,9.9537,9.9537,8.8411,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,49.0,1,4,1,2,1,2,2,2,4,5,2,5,5,5,1,,,1,1,3,5,1,1,1,3,4,2,5,5,5,3,2,4,4,4,4,6,4,3,4,2,1,1,3,6,10,5,4,5,6,2,1,3,4
80,3474.0,1.98102,27,3035,100,339,0,0,234,0,190,0,190,0,0,23.8828,23.8828,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,49.0,2,4,2,2,2,2,2,2,4,3,3,2,3,3,2,3.0,0.0,5,1,5,3,1,2,3,4,4,4,5,4,4,2,3,4,4,4,4,6,4,4,4,2,1,1,2,5,9,5,9,2,3,6,1,5,4
81,624.0,0.13728,0,0,0,0,624,0,0,0,0,0,0,0,624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,41.0,3,5,2,3,2,1,3,3,5,2,2,2,4,3,2,3.0,0.0,5,5,5,5,2,2,2,5,4,4,4,4,3,3,4,4,3,5,1,6,4,5,1,3,1,4,4,8,6,8,1,2,5,3,1,4,6
82,5620.0,2.53034,35,4959,0,354,252,0,612,0,252,245,644,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,50.0,1,5,1,3,3,2,3,3,5,3,3,3,3,4,2,4.0,0.0,5,5,5,5,1,1,1,2,5,2,3,5,4,1,1,2,3,3,5,12,5,12,4,4,4,4,2,6,1,1,5,2,3,5,1,4,6
83,5039.0,1.85233,58,4168,280,480,0,0,350,0,0,0,0,0,0,24.4391,24.4391,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,51.0,2,4,2,2,1,1,1,2,4,2,2,1,1,2,1,5.0,,3,1,1,1,1,1,1,5,5,3,5,3,3,3,3,3,5,3,2,4,2,5,2,4,4,3,2,1,1,1,3,6,2,1,4,5,3
84,1305.0,0.45088,5,1154,0,141,10,0,21,0,10,0,0,0,10,2.1585,0.0,0.0,0.0,2.1585,0.0,0.0,0.0,1.0,0.0,2,1,50.0,1,4,1,2,1,2,1,1,3,2,2,5,4,4,1,2.0,,5,5,5,5,1,1,1,5,4,4,4,2,3,3,3,4,5,4,4,2,4,7,1,1,1,2,3,10,7,8,4,5,3,4,6,2,1
85,2187.0,0.63959,2,1552,180,455,0,0,7,0,0,0,0,0,0,5.8685,0.0,0.0,0.0,5.8685,0.0,0.0,0.0,1.0,0.0,2,0,51.0,1,5,1,2,1,2,2,2,4,3,2,2,3,4,1,3.0,,4,4,4,2,2,2,2,3,3,4,5,3,3,3,3,4,3,4,3,8,4,7,3,3,3,3,3,5,15,2,4,2,5,3,1,4,6
86,2621.0,2.98462,38,1074,0,105,227,0,7,0,227,10,0,0,217,2.3,0.0,0.0,0.0,0.0,2.3,0.0,2.3,1.0,0.0,0,2,,2,2,1,2,3,1,1,2,2,3,5,1,1,2,1,3.0,,3,5,5,3,1,1,1,3,3,5,5,3,3,1,3,3,3,5,4,8,5,8,3,1,1,5,3,15,15,8,3,2,6,5,1,4,3
87,1518.0,4.56301,0,1110,0,113,170,125,136,0,1405,0,1235,0,170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,53.0,1,4,1,2,1,1,1,2,3,4,3,3,3,3,2,2.0,1.0,5,5,5,5,1,1,1,2,4,2,4,4,4,2,2,3,3,4,3,6,3,2,2,4,3,2,2,2,8,1,4,2,5,1,3,6,4
88,2900.0,1.33571,83,1424,326,1014,0,0,165,0,0,0,0,0,0,17.5231,16.8135,0.0,0.0,0.7096,0.0,0.0,0.0,1.0,1.0,0,2,33.0,1,3,2,2,2,1,2,2,3,3,4,3,3,3,2,2.0,0.0,3,2,4,4,1,2,3,2,3,4,3,2,3,3,3,3,4,3,2,6,3,5,3,3,2,5,4,14,14,2,3,2,5,4,1,3,6
89,2818.0,2.8472,65,1427,453,725,213,0,465,0,345,213,132,0,0,42.8619,42.8619,0.0,26.2192,0.0,0.0,0.0,0.0,1.0,0.0,0,2,58.0,1,4,1,2,1,2,3,3,4,4,5,2,4,4,1,4.0,,5,1,5,5,1,1,3,3,3,4,4,4,4,3,3,4,5,5,4,7,4,4,4,4,2,2,4,6,15,7,5,3,5,6,2,1,4
90,5308.0,1.20676,41,4811,0,491,0,0,351,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,39.0,1,4,2,3,1,2,2,2,2,4,3,3,2,4,2,1.0,0.0,5,5,5,3,1,1,1,4,3,4,4,3,4,3,5,4,4,4,3,10,4,11,3,3,3,4,4,3,1,2,10,2,4,3,1,6,5
91,1295.0,0.38901,19,994,56,181,64,0,289,0,31,31,0,0,33,0.4,0.0,0.0,0.0,0.34,0.06,0.0,0.06,1.0,0.0,1,1,56.0,1,4,2,2,2,2,2,2,4,3,3,3,3,3,2,3.0,0.0,5,5,5,5,1,2,1,4,4,3,4,1,4,3,3,3,4,5,4,5,4,8,2,1,1,3,3,3,3,3,1,4,5,2,1,3,6
92,18713.0,63.73227,75,15779,840,1368,0,616,1186,0,16260,0,16260,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,3,46.0,1,4,3,3,1,2,1,3,2,5,3,2,5,4,2,,1.0,5,5,5,5,5,1,5,4,4,4,4,4,4,3,2,2,3,3,4,7,4,6,3,4,2,2,3,15,15,8,3,4,6,5,1,3,2
93,4677.0,2.23591,64,4103,0,450,114,0,175,0,114,114,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,50.0,1,2,2,2,1,1,1,2,2,3,2,2,3,3,1,3.0,,5,5,5,5,1,1,1,5,3,5,5,4,4,4,4,4,5,5,4,7,4,5,4,5,3,4,4,7,14,4,5,3,6,4,1,2,5
94,2032.0,0.46348,8,1871,0,161,0,0,138,0,0,0,139,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,4,,2,3,1,2,1,1,1,1,4,1,1,1,1,1,2,2.0,0.0,5,2,5,5,1,2,2,5,5,3,5,3,4,5,5,3,2,2,2,4,4,5,3,5,1,5,2,6,11,1,5,1,4,2,3,5,6
95,3600.0,2.24651,21,2869,524,148,0,0,268,0,110,0,400,0,0,31.0558,31.0558,21.9918,0.0219,0.0,0.0,0.0,0.0,1.0,0.0,0,0,56.0,1,4,2,2,1,1,2,2,4,3,3,2,3,5,2,,0.0,4,2,5,5,1,1,2,2,3,3,4,4,4,2,1,4,2,3,3,7,4,5,4,3,3,3,3,5,1,1,4,5,2,4,6,3,1
96,3062.0,2.16079,62,2667,620,867,0,0,599,0,0,0,0,0,0,50.4948,50.1448,35.7096,0.2959,0.0,0.35,0.0,0.35,1.0,0.0,0,2,48.0,2,4,1,2,2,1,2,2,4,3,3,4,3,3,2,3.0,0.0,1,3,5,2,1,2,3,4,3,3,5,4,4,4,3,4,3,4,4,6,4,4,4,3,1,4,3,6,7,5,6,2,6,3,1,4,5
97,1650.0,0.363,1,1636,0,14,0,0,30,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,61.0,4,2,1,2,1,1,2,2,3,2,2,3,2,3,1,4.0,,5,5,5,5,1,1,1,3,3,3,5,1,3,1,4,5,4,4,2,7,4,4,2,1,1,1,3,15,15,8,1,1,6,4,2,3,5
98,2966.0,3.76388,101,771,714,1113,252,0,232,0,252,0,0,252,252,56.1774,56.1174,54.5616,0.0,0.0,0.06,0.0,0.06,1.0,0.0,0,2,51.0,4,4,1,3,2,1,2,2,4,4,2,3,3,3,2,3.0,0.0,1,2,5,3,2,1,1,4,4,4,4,2,4,4,4,5,2,4,2,6,3,5,4,3,2,3,4,15,15,8,1,1,3,5,6,2,4
99,3802.0,4.21623,54,2410,974,300,118,0,877,0,118,118,258,0,0,84.1736,84.0736,57.2959,1.0,0.0,0.1,0.0,0.1,1.0,0.0,0,2,,2,3,1,2,1,1,1,2,3,2,3,3,2,3,2,1.0,1.0,1,1,5,2,1,1,1,3,4,4,4,4,4,3,3,4,3,3,4,9,4,12,4,5,5,4,2,5,12,5,1,1,6,3,2,5,4
100,1786.0,0.86598,32,719,646,167,0,0,23,0,0,0,0,0,0,16.2153,16.0953,0.0,0.0,0.0,0.12,0.0,0.12,1.0,0.0,0,2,58.0,1,5,2,2,2,1,1,3,4,3,2,4,3,3,2,,1.0,5,5,5,5,2,2,1,3,1,3,5,1,3,2,2,2,4,3,1,5,4,3,2,1,1,1,3,15,15,8,1,3,6,5,4,2,1
101,876.0,4.29667,0,0,227,260,389,0,600,0,389,389,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,50.0,2,5,1,2,3,2,2,3,5,3,3,4,4,4,2,4.0,,5,5,5,4,4,1,2,4,3,4,4,4,4,2,4,2,5,4,4,10,4,11,4,3,3,2,3,12,15,4,3,3,5,4,1,2,6
102,2995.0,2.96772,64,879,987,1115,0,0,474,0,0,0,0,0,0,59.3511,59.3511,47.8712,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,63.0,2,4,1,2,2,2,2,2,3,2,2,2,2,4,2,2.0,1.0,1,1,4,2,1,1,3,5,4,4,5,4,4,2,3,4,4,5,2,6,3,4,3,3,3,4,3,5,10,2,3,4,5,3,1,2,6
103,6520.0,4.04098,0,4720,374,1385,0,0,1273,0,0,0,0,0,0,92.5939,82.244,0.0,0.0,9.0139,1.336,1.02,0.316,1.0,0.0,0,1,,1,4,2,3,2,3,2,2,3,5,5,4,5,5,1,4.0,,5,2,2,2,1,1,1,4,4,4,5,5,5,5,5,1,5,5,3,9,4,8,4,3,3,4,4,1,4,8,4,3,6,4,1,2,5
104,4894.0,2.70479,30,3901,205,565,208,0,1204,0,183,165,270,18,25,31.5288,31.5288,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,50.0,2,4,2,2,2,1,2,2,4,4,3,2,4,4,2,3.0,0.0,2,1,4,4,1,1,2,4,4,3,4,2,3,3,4,4,3,4,3,5,4,3,4,3,2,2,4,6,6,3,10,2,6,5,1,4,3
